Wavelength TransitDepth Uncertainty
4.447030000000000e+00 2.089370000000000e+00 1.765000000000000e-02
4.451680000000000e+00 2.073830000000000e+00 1.797000000000000e-02
4.456320000000000e+00 2.112470000000000e+00 1.799000000000000e-02
4.460960000000000e+00 2.090760000000000e+00 1.748000000000000e-02
4.465620000000000e+00 2.098630000000000e+00 1.781000000000000e-02
4.470270000000000e+00 2.106900000000000e+00 1.772000000000000e-02
4.474890000000000e+00 2.108270000000000e+00 1.796000000000000e-02
4.479540000000000e+00 2.093720000000000e+00 1.888000000000000e-02
4.484200000000000e+00 2.058500000000000e+00 1.819000000000000e-02
4.488850000000000e+00 2.075230000000000e+00 1.833000000000000e-02
4.493500000000000e+00 2.038530000000000e+00 1.760000000000000e-02
4.498150000000000e+00 2.091680000000000e+00 1.797000000000000e-02
4.502800000000000e+00 2.080550000000000e+00 1.977000000000000e-02
4.507450000000000e+00 2.072230000000000e+00 1.881000000000000e-02
4.512100000000000e+00 2.075050000000000e+00 1.874000000000000e-02
4.516750000000000e+00 2.062620000000000e+00 1.763000000000000e-02
4.521400000000000e+00 2.075530000000000e+00 1.891000000000000e-02
4.526050000000000e+00 2.097140000000000e+00 1.930000000000000e-02
4.530700000000000e+00 2.091040000000000e+00 1.831000000000000e-02
4.535310000000000e+00 2.069510000000000e+00 1.824000000000000e-02
4.539960000000000e+00 2.086860000000000e+00 1.853000000000000e-02
4.544610000000000e+00 2.065150000000000e+00 1.968000000000000e-02
4.549220000000000e+00 2.054770000000000e+00 1.861000000000000e-02
4.553870000000000e+00 2.072530000000000e+00 1.883000000000000e-02
4.558510000000000e+00 2.065590000000000e+00 1.875000000000000e-02
4.563160000000000e+00 2.033240000000000e+00 1.904000000000000e-02
4.567810000000000e+00 2.092780000000000e+00 1.947000000000000e-02
4.572450000000000e+00 2.096080000000000e+00 1.965000000000000e-02
4.577090000000000e+00 2.102220000000000e+00 1.962000000000000e-02
4.581740000000000e+00 2.096970000000000e+00 1.964000000000000e-02
4.586380000000000e+00 2.081290000000000e+00 1.956000000000000e-02
4.591020000000000e+00 2.104270000000000e+00 1.983000000000000e-02
4.595670000000000e+00 2.050180000000000e+00 1.950000000000000e-02
4.600310000000000e+00 2.059600000000000e+00 1.917000000000000e-02
4.604920000000000e+00 2.085410000000000e+00 2.007000000000000e-02
4.609560000000000e+00 2.056250000000000e+00 2.018000000000000e-02
4.614200000000000e+00 2.086810000000000e+00 1.925000000000000e-02
4.618810000000000e+00 2.073870000000000e+00 1.935000000000000e-02
4.623450000000000e+00 2.075920000000000e+00 1.910000000000000e-02
4.628090000000000e+00 2.048350000000000e+00 1.943000000000000e-02
4.632730000000000e+00 2.089410000000000e+00 1.954000000000000e-02
4.637370000000000e+00 2.092010000000000e+00 1.989000000000000e-02
4.642000000000000e+00 2.085810000000000e+00 1.960000000000000e-02
4.646640000000000e+00 2.111100000000000e+00 2.052000000000000e-02
4.651280000000000e+00 2.089640000000000e+00 2.014000000000000e-02
4.655920000000000e+00 2.094230000000000e+00 2.022000000000000e-02
4.660550000000000e+00 2.051570000000000e+00 2.077000000000000e-02
4.665190000000000e+00 2.065470000000000e+00 2.141000000000000e-02
4.669790000000000e+00 2.066230000000000e+00 1.938000000000000e-02
4.674430000000000e+00 2.098970000000000e+00 2.041000000000000e-02
4.679050000000000e+00 2.097140000000000e+00 2.106000000000000e-02
4.683660000000000e+00 2.052850000000000e+00 2.100000000000000e-02
4.688300000000000e+00 2.073490000000000e+00 2.090000000000000e-02
4.692930000000000e+00 2.083140000000000e+00 2.091000000000000e-02
4.697560000000000e+00 2.121260000000000e+00 2.014000000000000e-02
4.702200000000000e+00 2.074120000000000e+00 2.203000000000000e-02
4.706830000000000e+00 2.060610000000000e+00 2.142000000000000e-02
4.711460000000000e+00 2.054530000000000e+00 2.066000000000000e-02
4.716090000000000e+00 2.102770000000000e+00 2.103000000000000e-02
4.720720000000000e+00 2.078840000000000e+00 2.130000000000000e-02
4.725350000000000e+00 2.043640000000000e+00 2.041000000000000e-02
4.729950000000000e+00 2.121320000000000e+00 2.053000000000000e-02
4.734580000000000e+00 2.050750000000000e+00 2.047000000000000e-02
4.739180000000000e+00 2.051750000000000e+00 2.096000000000000e-02
4.743800000000000e+00 2.058560000000000e+00 2.167000000000000e-02
4.748430000000000e+00 2.101800000000000e+00 2.078000000000000e-02
4.753060000000000e+00 2.039010000000000e+00 2.008000000000000e-02
4.757690000000000e+00 2.058070000000000e+00 2.149000000000000e-02
4.762310000000000e+00 2.094210000000000e+00 2.085000000000000e-02
4.766940000000000e+00 2.027260000000000e+00 2.195000000000000e-02
4.771560000000000e+00 2.011700000000000e+00 2.111000000000000e-02
4.776190000000000e+00 2.065720000000000e+00 2.184000000000000e-02
4.780810000000000e+00 2.057220000000000e+00 2.187000000000000e-02
4.785410000000000e+00 2.081530000000000e+00 2.197000000000000e-02
4.790030000000000e+00 2.039680000000000e+00 2.061000000000000e-02
4.794620000000000e+00 2.078140000000000e+00 2.233000000000000e-02
4.799240000000000e+00 2.042060000000000e+00 2.184000000000000e-02
4.803870000000000e+00 2.055970000000000e+00 2.228000000000000e-02
4.808490000000000e+00 2.062260000000000e+00 2.161000000000000e-02
4.813110000000000e+00 2.064270000000000e+00 2.153000000000000e-02
4.817730000000000e+00 2.062780000000000e+00 2.198000000000000e-02
4.822350000000000e+00 2.053470000000000e+00 2.225000000000000e-02
4.826970000000000e+00 2.067500000000000e+00 2.214000000000000e-02
4.831590000000000e+00 2.064360000000000e+00 2.234000000000000e-02
4.836180000000000e+00 2.060840000000000e+00 2.190000000000000e-02
4.840800000000000e+00 2.062130000000000e+00 2.172000000000000e-02
4.845380000000000e+00 2.041190000000000e+00 2.198000000000000e-02
4.850000000000000e+00 2.079760000000000e+00 2.206000000000000e-02
4.854620000000000e+00 2.103030000000000e+00 2.336000000000000e-02
4.859230000000000e+00 2.055110000000000e+00 2.141000000000000e-02
4.863850000000000e+00 2.043180000000000e+00 2.235000000000000e-02
4.868460000000000e+00 2.078590000000000e+00 2.273000000000000e-02
4.873080000000000e+00 2.080500000000000e+00 2.328000000000000e-02
4.877690000000000e+00 2.096920000000000e+00 2.310000000000000e-02
4.882310000000000e+00 2.079080000000000e+00 2.249000000000000e-02
4.886890000000000e+00 2.096510000000000e+00 2.328000000000000e-02
4.891510000000000e+00 2.081860000000000e+00 2.310000000000000e-02
4.896080000000000e+00 2.073510000000000e+00 2.346000000000000e-02
4.900690000000000e+00 2.025400000000000e+00 2.381000000000000e-02
4.905310000000000e+00 2.037530000000000e+00 2.259000000000000e-02
4.909920000000000e+00 2.042200000000000e+00 2.314000000000000e-02
4.914530000000000e+00 2.046330000000000e+00 2.289000000000000e-02
4.919140000000000e+00 2.043590000000000e+00 2.371000000000000e-02
4.923750000000000e+00 2.060200000000000e+00 2.223000000000000e-02
4.928360000000000e+00 2.058650000000000e+00 2.440000000000000e-02
4.932930000000000e+00 2.111080000000000e+00 2.370000000000000e-02
4.937540000000000e+00 2.077580000000000e+00 2.352000000000000e-02
4.942120000000000e+00 2.075620000000000e+00 2.348000000000000e-02
4.946720000000000e+00 2.029860000000000e+00 2.321000000000000e-02
4.951330000000000e+00 2.062410000000000e+00 2.352000000000000e-02
4.955940000000000e+00 2.041010000000000e+00 2.448000000000000e-02
4.960540000000000e+00 2.063540000000000e+00 2.439000000000000e-02
4.965150000000000e+00 2.037010000000000e+00 2.341000000000000e-02
4.969750000000000e+00 2.052250000000000e+00 2.522000000000000e-02
4.974350000000000e+00 2.054260000000000e+00 2.385000000000000e-02
4.978920000000000e+00 2.077630000000000e+00 2.363000000000000e-02
4.983490000000000e+00 2.073540000000000e+00 2.454000000000000e-02
4.988100000000000e+00 2.006750000000000e+00 2.342000000000000e-02
4.992700000000000e+00 2.057430000000000e+00 2.460000000000000e-02
4.997300000000000e+00 2.004160000000000e+00 2.478000000000000e-02
5.001900000000000e+00 2.066610000000000e+00 2.464000000000000e-02
5.006500000000000e+00 2.033000000000000e+00 2.436000000000000e-02
5.011100000000000e+00 2.080470000000000e+00 2.491000000000000e-02
5.015700000000000e+00 2.051180000000000e+00 2.571000000000000e-02
5.020270000000000e+00 2.073420000000000e+00 2.537000000000000e-02
5.024870000000000e+00 2.021270000000000e+00 2.456000000000000e-02
5.029430000000000e+00 2.063720000000000e+00 2.542000000000000e-02
5.034030000000000e+00 2.039380000000000e+00 2.501000000000000e-02
5.038620000000000e+00 2.065440000000000e+00 2.719000000000000e-02
5.043220000000000e+00 2.106580000000000e+00 2.497000000000000e-02
5.047810000000000e+00 2.029500000000000e+00 2.538000000000000e-02
5.052410000000000e+00 2.002180000000000e+00 2.552000000000000e-02
5.057000000000000e+00 2.038280000000000e+00 2.518000000000000e-02
5.061560000000000e+00 2.003700000000000e+00 2.496000000000000e-02
5.066140000000000e+00 2.059060000000000e+00 2.618000000000000e-02
5.070720000000000e+00 2.047510000000000e+00 2.572000000000000e-02
5.075310000000000e+00 2.081870000000000e+00 2.493000000000000e-02
5.079900000000000e+00 2.063320000000000e+00 2.475000000000000e-02
5.084490000000000e+00 2.054970000000000e+00 2.478000000000000e-02
5.089080000000000e+00 2.063770000000000e+00 2.479000000000000e-02
5.093670000000000e+00 2.058760000000000e+00 2.512000000000000e-02
5.098260000000000e+00 2.056500000000000e+00 2.779000000000000e-02
5.102820000000000e+00 2.035540000000000e+00 2.541000000000000e-02
5.107400000000000e+00 2.020910000000000e+00 2.513000000000000e-02
5.111990000000000e+00 2.073150000000000e+00 2.829000000000000e-02
5.116580000000000e+00 2.075760000000000e+00 2.574000000000000e-02
5.121160000000000e+00 2.053890000000000e+00 2.618000000000000e-02
5.125750000000000e+00 2.029120000000000e+00 2.398000000000000e-02
5.130340000000000e+00 2.124820000000000e+00 3.141000000000000e-02
5.134920000000000e+00 2.029640000000000e+00 2.619000000000000e-02
5.139470000000000e+00 2.071010000000000e+00 2.484000000000000e-02
5.144050000000000e+00 2.054350000000000e+00 2.578000000000000e-02
5.148640000000000e+00 2.039950000000000e+00 2.655000000000000e-02
5.153220000000000e+00 2.077020000000000e+00 2.590000000000000e-02
5.157800000000000e+00 2.063050000000000e+00 2.856000000000000e-02
5.163690000000000e+00 2.032820000000000e+00 2.276000000000000e-02
